run,file,nSnaps,successFinal,successAny,hvFinal,hvMax,bestQED,bestSim,validFrac,simEq1Count,leadLikeQED,maxQED_at_sim_ge_thr,maxSim_at_qed_ge_thr,countSim_ge_thr,countQED_ge_thr,countBoth
25,MOL_MOEA_v10_bank_DDProblem1_M2_D256_25.mat,26,1,1,0.864073348081337,0.864073348081337,0.943230152130127,1,1,2,0.767371296882629,0.943230152130127,0.442857146263123,100,93,93
26,MOL_MOEA_v10_bank_DDProblem1_M2_D256_26.mat,26,1,1,0.850317999036314,0.854191243172668,0.930113911628723,1,1,1,0.748776793479919,0.930113911628723,0.569230794906616,100,99,99
27,MOL_MOEA_v10_bank_DDProblem1_M2_D256_27.mat,26,0,0,0.864031839795614,0.864031839795614,0.941717505455017,1,1,4,0.754545331001282,0.859507501125336,0.384615391492844,32,15,0
28,MOL_MOEA_v10_bank_DDProblem1_M2_D256_28.mat,26,1,1,0.884824217687081,0.887492699008321,0.937782943248749,1,1,1,0.737684905529022,0.937782943248749,0.430769234895706,100,96,96
29,MOL_MOEA_v10_bank_DDProblem1_M2_D256_29.mat,26,1,1,0.864713156389115,0.864713156389115,0.92826646566391,1,1,1,0.741706073284149,0.92826646566391,0.606557369232178,100,98,98
30,MOL_MOEA_v10_bank_DDProblem1_M2_D256_30.mat,26,1,1,0.889129374455997,0.889129374455997,0.945689082145691,1,1,2,0.796211838722229,0.945689082145691,0.5,100,95,95
31,MOL_MOEA_v10_bank_DDProblem1_M2_D256_31.mat,26,1,1,0.854287157025517,0.864807146675295,0.916145861148834,1,1,1,0.738875329494476,0.916145861148834,0.612903237342834,100,98,98
32,MOL_MOEA_v10_bank_DDProblem1_M2_D256_32.mat,26,1,1,0.86003034057968,0.86003034057968,0.924543082714081,1,1,2,0.730948448181152,0.924543082714081,0.644067823886871,100,96,96
33,MOL_MOEA_v10_bank_DDProblem1_M2_D256_33.mat,26,1,1,0.867862095608171,0.873754962279556,0.931774497032166,1,1,2,0.763269901275635,0.931774497032166,0.526315808296204,100,93,93
34,MOL_MOEA_v10_bank_DDProblem1_M2_D256_34.mat,26,1,1,0.85414209832695,0.854839503008306,0.903307259082794,1,1,2,0.787035882472992,0.903307259082794,0.5573770403862,100,95,95
35,MOL_MOEA_v10_bank_DDProblem1_M2_D256_35.mat,26,1,1,0.859462874757948,0.873847424496995,0.907290816307068,1,1,1,0.797028601169586,0.907290816307068,0.421875,100,96,96
36,MOL_MOEA_v10_bank_DDProblem1_M2_D256_36.mat,26,1,1,0.851524392470449,0.85370972146656,0.923350691795349,1,1,2,0.76508104801178,0.923350691795349,0.455882340669632,100,96,96
37,MOL_MOEA_v10_bank_DDProblem1_M2_D256_37.mat,26,1,1,0.864940419303878,0.871420356462307,0.912107527256012,1,1,1,0.763084769248962,0.912107527256012,0.40350878238678,100,95,95
38,MOL_MOEA_v10_bank_DDProblem1_M2_D256_38.mat,26,1,1,0.846765287995957,0.847788128432443,0.93395733833313,1,1,2,0.700726389884949,0.922556042671204,0.421052634716034,87,73,72
39,MOL_MOEA_v10_bank_DDProblem1_M2_D256_39.mat,26,1,1,0.848036583355,0.849386032801712,0.938577115535736,1,1,1,0.722458064556122,0.938577115535736,0.439393937587738,100,97,97
40,MOL_MOEA_v10_bank_DDProblem1_M2_D256_40.mat,26,1,1,0.876105458937655,0.877179983919779,0.907698512077332,1,1,1,0.756430387496948,0.907698512077332,0.629629611968994,100,93,93
41,MOL_MOEA_v10_bank_DDProblem1_M2_D256_41.mat,26,1,1,0.827385046216079,0.827385046216079,0.906808733940125,1,1,1,0.701866328716278,0.906808733940125,0.46551725268364,100,98,98
42,MOL_MOEA_v10_bank_DDProblem1_M2_D256_42.mat,26,1,1,0.852052988175906,0.859715108315696,0.916818618774414,1,1,1,0.724085032939911,0.916818618774414,0.622641503810883,100,98,98
43,MOL_MOEA_v10_bank_DDProblem1_M2_D256_43.mat,26,1,1,0.839791362600069,0.847150270334875,0.903585314750671,1,1,1,0.732266187667847,0.903585314750671,0.482758611440659,100,93,93
44,MOL_MOEA_v10_bank_DDProblem1_M2_D256_44.mat,26,1,1,0.87027447625881,0.874631793559582,0.923309922218323,1,1,1,0.762814939022064,0.923309922218323,0.428571432828903,100,98,98
45,MOL_MOEA_v10_bank_DDProblem1_M2_D256_45.mat,26,1,1,0.654409337750362,0.654409337750362,0.947507083415985,0.727272748947144,1,0,NaN,0.947507083415985,0.423076927661896,100,99,99
46,MOL_MOEA_v10_bank_DDProblem1_M2_D256_46.mat,26,1,1,0.855612451965531,0.855612451965531,0.904075920581818,1,1,2,0.71574079990387,0.904075920581818,0.438596487045288,100,92,92
47,MOL_MOEA_v10_bank_DDProblem1_M2_D256_47.mat,26,1,1,0.852502333600478,0.854814757322305,0.935106158256531,1,1,1,0.713231444358826,0.935106158256531,0.457142859697342,100,94,94
